run_id,hour,rad,co2,co,pm10,pm25
2,18,1400.0,496.5165030343742,222.78885022989445,5.90569838321721,34.364121991929025
2,19,0.0,502.2158569732575,242.6925174439065,8.23453521007663,37.816451964655755
2,20,0.0,505.28852703814033,252.85124760263662,7.834701622619196,39.21863322957333
2,21,0.0,504.46696440091915,261.08824814998206,9.469758951409101,37.99835829545158
2,22,0.0,498.1559370712622,254.71386391352883,9.10519142351469,37.845177509384015
2,23,0.0,486.1835660281463,244.28255575808274,12.1428815785662,38.928476152622025
3,0,0.0,469.01220068569216,296.82931584144825,22.73548833879454,18.95354956393761
3,1,0.0,463.3485960649056,290.44453204287134,20.287716031562447,21.476708474621496
3,2,0.0,459.7790167943831,287.1982266241521,19.278277627310445,18.716270313446756
3,3,0.0,458.96648452448136,279.8561357648199,18.202082219092247,17.040449506175474
3,4,0.0,459.0378660692989,272.111198709538,16.380326972970447,17.53032523044265
3,5,0.0,456.5069870919397,277.76746581408094,17.95041137522908,17.721183221095487
3,6,0.0,456.33363081638464,293.1544389941576,16.049320056683825,17.050474777407565
3,7,0.0,453.2489240084713,297.07014780641816,17.65130278257267,17.588783603079325
3,8,0.0,448.67272682387954,285.6081883099759,16.62594004663928,15.970703697348428
3,9,0.0,454.2209051152253,270.3728297987553,14.602714626066618,16.38341917868905
3,10,0.0,438.0349669192021,259.92181720981165,14.523562419740957,15.643889769096768
3,11,0.0,433.53745868752594,249.0925889667903,12.693231949309052,14.471759773990906
3,12,0.0,429.460285895511,241.88623976044107,11.878224857543726,15.628386668555006
3,13,0.0,427.7666811541163,234.56768475223095,8.520205016928953,16.10629497604495
3,14,1400.0,429.9059407951364,234.00282432530156,7.5087550759546655,13.532526168354506
3,15,1400.0,431.87872551198615,242.49762454423967,11.143067914891514,14.363349160133934
3,16,387.5094722956745,440.81778552115424,251.43084840849804,11.466666448317747,15.068548613550362
3,17,198.64799351318553,452.10566931118996,270.2206677845243,13.418081749232591,18.775213097950967
3,18,1400.0,473.09487391327053,288.4177121194997,15.421039092678003,20.215704389981916
3,19,0.0,482.74606911192905,308.32137933351174,16.788544398130803,21.063455631041588
3,20,0.0,479.46011924874074,318.48010949224187,16.77725260407015,20.584074335612797
3,21,0.0,477.10819269252096,326.7171100395873,14.948968205309342,20.172563818927568
3,22,0.0,467.7107640199848,324.34272580313404,16.633139020861144,20.645925816720165
3,23,0.0,458.67685056117153,313.911417647688,13.893992339588259,19.341457706585167
4,0,0.0,488.8050360665184,134.17932195083904,26.338200822856873,13.304645434966826
4,1,0.0,489.7520037621797,131.79453815226213,23.456942030282978,12.235975260845553
4,2,0.0,487.37518006167636,124.54823273354289,22.741079796605526,9.323869121314825
4,3,0.0,492.86709545147994,113.2061418742107,20.41263865099574,7.1047139890705875
4,4,0.0,487.6465062482986,109.46120481892878,19.447177124469988,7.160308268357937
4,5,1400.0,482.2172425924904,115.11747192347174,17.392674364760676,5.98335828039205
4,6,1400.0,475.57563481024584,129.43537212528463,19.76851211982041,8.569784657669382
4,7,0.0,480.8974800925484,134.42015391580895,17.33919508226296,9.281038874774381
4,8,0.0,470.6832335979137,126.95819441936668,17.02529364387977,8.33546051764743
4,9,144.33705023614368,459.27295399377346,111.72283590814608,18.368901924502985,4.620250343459626
4,10,355.05878512099923,455.8498956709384,97.27182331920245,15.12313119072653,4.090195788897984
4,11,472.62539564422036,452.42628863872324,86.1990015838423,14.907146182882077,1.287987324493752
4,12,509.1277933691172,436.262558343872,79.23624586983188,14.718976709499238,0.1
4,13,1400.0,431.48520771291373,71.91769086162172,13.457282596300203,0.1
4,14,1400.0,434.0206059076167,71.35283043469234,16.546926636161487,0.1
4,15,1400.0,441.25598045097325,75.84763065363047,16.044970950327553,0.1
4,16,1400.0,448.60771895879975,92.78085451788881,20.345551199143983,0.1
4,17,0.0,460.4817972954553,111.5706738939151,21.893379898490952,0.1
4,18,1400.0,468.6548063383728,125.76771822889047,24.47252631179805,0.1
4,19,0.0,483.60268779434375,145.67138544290253,26.202410214982393,1.4409285641559038
4,20,0.0,495.01369189892404,157.5023181884933,26.617339476998804,2.0021321801010927
4,21,0.0,499.7227606967563,160.06711614897807,26.94222085751801,2.4602417633423688
4,22,0.0,496.2538037237767,157.69273191252483,27.532825058718856,1.2039743300461048
4,23,0.0,487.66983661183093,147.26142375707877,24.784307837966715,2.452137686839464
5,0,0.0,499.9450513168274,219.33554140615297,12.405400503596944,17.603591534172967
5,1,0.0,508.5241949151233,208.95075760757607,9.038360652897747,15.075844339653566
5,2,0.0,505.33822088589625,205.70445218885686,6.463371167881926,13.291498548726292
5,3,0.0,502.9457459102897,194.36236132952467,6.952206173901426,11.618708290114084
5,4,0.0,510.8523061537454,190.61742427424275,6.357869265780029,12.10055565753947
5,5,1400.0,513.4683071879773,192.2736913787857,5.837158367937851,11.578913396755338
5,6,1400.0,526.6822075640167,207.66066455886232,5.477155792613688,10.5570696766892
5,7,0.0,516.336820261164,219.57637337112288,4.739717651881614,10.56340358810135
5,8,1400.0,519.2709664648955,208.11441387468062,3.66930755893031,14.655914424669543
5,9,1400.0,509.18771280711644,188.87905536346005,0.1,14.357902318101454
5,10,1400.0,509.06302442927495,174.42804277451643,0.1,13.204817207539936
5,11,1400.0,495.97726158031435,163.59881453149507,0.1,13.25472662255206
5,12,1400.0,496.8850241462244,160.39246532514585,0.1,14.427279444298023
5,13,0.0,501.4884805717423,157.07391031693567,0.1,15.784963240225583
5,14,0.0,511.47149577643734,156.50904989000628,1.1794157406802395,14.488376475457024
5,15,0.0,508.44509627203547,157.00385010894445,3.3250032553308975,15.897579938079774
5,16,0.0,516.4149944099511,169.93707397320276,6.562590658936946,21.631561016023984
5,17,1400.0,531.0205786569591,192.72689334922904,7.7759779798887045,20.61775065978756
5,18,1400.0,545.6487057085906,210.92393768420442,7.843766457607535,25.115298797209043
5,19,0.0,548.1443401769852,226.82760489821646,6.91223119821694,25.998649274895623
5,20,0.0,547.2821656678657,236.9863350569466,7.771218591948781,25.59742279361587
5,21,0.0,552.7322983861382,245.223335604292,6.668632871906629,24.877456306344296
5,22,0.0,542.8826245442542,242.84895136783877,6.619991893594287,23.89005625450954
5,23,0.0,549.9348195183937,228.4176432123927,4.124950128408761,20.935956214127586
6,0,0.0,473.35203911214876,318.4125944638454,31.743289835486195,18.437156689386075
6,1,0.0,461.3459271491154,312.0278106652685,31.166708856159676,17.40379396917921
6,2,0.0,468.04709335511853,304.7815052465493,28.929951852560663,15.595898598433749
6,3,0.0,477.0733105664329,301.4394143872171,31.59429352996105,14.157069646992202
6,4,0.0,475.50266516529257,293.6944773319351,31.292807802522717,13.938819580255025
6,5,0.0,484.24506509409184,299.35074443647807,29.431468491790426,13.194423484638115
6,6,64.97913888110398,485.46783960604074,310.73771761655473,29.242141086512714,14.838240332286802
6,7,0.0,483.0479002482646,322.6534264288153,31.036355196188982,13.399493902461742
6,8,0.0,477.8437999890632,307.19146693237303,29.57945391029863,14.167254976095464
6,9,0.0,466.1570609890649,291.9561084211524,32.226599890673526,13.24988113547687
6,10,0.0,450.7409301643357,277.5050958322088,30.03253154546033,11.960267010628776
6,11,0.0,450.23154601888035,266.6758675891874,29.61488948694034,12.842765142445831
6,12,0.0,448.1332778421436,259.46951838283826,32.987736154079414,12.766329958945418
6,13,0.0,437.48149968988344,260.1509633746281,32.02011455386383,12.147113850594387
6,14,0.0,442.5648012724476,259.5861029476987,29.2877300609304,10.100589717667027
6,15,0.0,456.8194802276297,260.08090316663686,27.77662789682249,10.219512776505638
6,16,0.0,456.6101384160114,273.01412703089517,27.99515261619453,11.185035483610811
6,17,0.0,461.53954497957176,291.80394640692145,31.095249571598227,11.68518756043372
6,18,0.0,470.59261817079266,310.0009907418968,32.52208764789396,11.900758324092084
6,19,0.0,466.96380571930615,333.9046579559089,33.028205039149725,15.793576467401978
6,20,0.0,469.98105249243366,344.063388114639,35.83696631146343,15.913799781639014
6,21,0.0,478.02708454005403,344.3003886619844,33.998215514069585,18.084806366880148
6,22,0.0,471.4285995503263,341.9260044255312,32.02816442921931,17.040670894697875
6,23,0.0,462.31734164305374,335.4946962700851,30.854673628678302,15.535792437156065
7,0,0.0,460.2074224530814,345.07756941840427,25.899327431211137,19.503757973131478
7,1,0.0,450.71570150688945,342.69278561982736,23.804965181880846,17.97777767115694
7,2,0.0,441.3372532478009,334.61497620827447,21.118634543526184,17.767607211074953
7,3,0.0,447.13533216227967,324.1043893417759,20.392097876615107,17.744654545901444
7,4,0.0,447.88840387658263,324.35945228649405,17.053183339295295,16.240022335869057
7,5,0.0,443.2256233089822,322.015719391037,14.943427294877246,15.809316496926574
7,6,0.0,436.7265506561335,337.4026925711136,18.173886899817866,16.877386932089447
7,7,0.0,438.3827168952048,349.3184013833742,17.883087833269062,16.359294157254418
7,8,0.0,434.5002395295389,333.8564418869319,15.668867614550644,15.641178976715594
7,9,0.0,419.1352130848692,318.62108337571135,11.688163077006129,16.06300796132561
7,10,1400.0,408.86834503348547,304.1700707867677,11.557481948159317,13.323311900253644
7,11,1400.0,392.3603332406539,293.34084254374636,8.225576916376768,13.068147865370928
7,12,1400.0,380.1249637772024,286.1344933373971,7.554425950690353,11.678310715723699
7,13,1400.0,377.65110504593537,282.81593832918696,5.5073351900801075,9.742607696600793
7,14,1400.0,378.99438862802486,286.2510779022576,5.764520063210359,9.96758522464858
7,15,1400.0,389.02425668102205,290.7458781211957,9.155456875396478,10.037642836002291
7,16,0.0,411.9599397636014,299.67910198545405,10.093366665780845,10.641761154002264
7,17,0.0,421.62226132618423,318.46892136148034,11.464032832125227,14.278380477085838
7,18,0.0,435.6949591263736,339.52112270767003,14.765990041785258,15.688108515109848
7,19,0.0,440.138443906988,356.56963291046776,16.756359613625833,24.49484398323311
7,20,0.0,439.6043395049467,366.7283630691979,16.075392869156573,23.92906992789024
7,21,0.0,438.1610997559345,370.9653636165433,20.212786082869695,23.0412291524468
7,22,0.0,436.7597443753352,372.59097938009006,19.979520673353367,20.864368078275177
7,23,0.0,433.15840403019894,362.159671224644,18.36553654860997,20.04256629440955
8,0,0.0,495.9994082800129,135.58262231556503,29.38617428579072,19.934588229708165
8,1,0.0,500.57415609616663,129.19783851698813,32.307812931390735,17.98764013596297
8,2,0.0,507.711161392065,125.9515330982689,29.128988702110554,15.651235333231387
8,3,0.0,511.22309136586426,114.60944223893671,30.244409629733237,15.19825812133466
8,4,0.0,507.58308729425926,114.86450518365479,30.50417207587541,16.786186353390946
8,5,1400.0,510.4981528431077,116.52077228819775,29.63844372004659,16.4287486509973
8,6,1400.0,516.0182634493101,131.90774546827438,29.496510359796705,14.959913488610638
8,7,0.0,506.4415008707969,139.82345428053495,30.793779621884376,14.17182101475737
8,8,1400.0,506.9332242905799,128.36149478409268,27.94785379232446,14.544499038696967
8,9,1400.0,503.1585635169249,113.12613627287209,24.386828112057742,14.36269529520562
8,10,1400.0,499.9317185900854,98.67512368392846,23.082099532174087,13.00617220733601
8,11,1400.0,488.5010389448405,87.8458954409071,21.326746733323127,10.971018236311604
8,12,837.9103873203001,482.640090015345,80.63954623455788,22.464970954206635,11.472445361952254
8,13,1400.0,472.68700735336813,73.32099122634773,21.07427117554851,13.623178040371773
8,14,1400.0,474.1057085922464,76.75613079941834,19.050324359323984,12.177131506128866
8,15,1400.0,479.1945937394279,77.25093101835648,20.70485418874117,12.607481304760686
8,16,1400.0,502.38162925405146,94.18415488261482,23.544713353513885,14.59205748450683
8,17,1400.0,527.9472160352468,108.9739742586411,23.140736021029085,15.058100169625407
8,18,1400.0,532.9598471082296,131.17101859361648,24.000538810088226,16.168598824051777
8,19,0.0,541.2427060861074,147.07468580762853,25.271192532071545,18.064284526146608
8,20,0.0,552.5837083009355,157.23341596635865,25.594194974111424,18.399442462388947
8,21,0.0,541.7651542617157,161.47041651370407,24.516560369470966,18.88817170516633
8,22,0.0,542.7163686077337,163.09603227725083,26.900983030988694,19.768227804756098
8,23,0.0,536.7420867060697,148.66472412180477,22.890396435299685,24.423208909310823
9,0,0.0,505.8640080130798,382.70695991034285,19.87904272370873,12.425377885686373
9,1,0.0,508.0463077599628,376.32217611176594,19.260553137813208,12.998752648978833
9,2,0.0,505.9554629284718,373.07587069304674,19.777582155100866,11.638921949611444
9,3,0.0,497.7106858060219,365.73377983371455,17.431074372032665,13.52511857245228
9,4,0.0,497.5386645853199,361.9888427784326,17.7929193219268,14.417349233100493
9,5,471.2806023745278,508.54551499646595,363.6451098829756,17.027444750668383,12.859567861459913
9,6,1400.0,506.5577250268511,379.0320830630522,16.080466230716567,12.970156985134128
9,7,0.0,498.3724009921216,382.94779187531276,15.732023448003892,11.530624085371914
9,8,0.0,492.89989133264885,371.4858323788705,15.885211314279989,13.284456421506658
9,9,0.0,485.0663373940487,360.25047386764993,12.572887307253458,11.321923540743356
9,10,0.0,479.82761807771345,341.7994612787063,9.329384849529356,8.805026441148177
9,11,0.0,472.98796493208533,330.97023303568494,6.3863370483489135,6.399771957730325
9,12,0.0,461.6124605156233,327.7638838293357,4.506621459383062,4.448742801717803
9,13,0.0,454.84219145988163,324.44532882112554,3.388645831317838,2.9598535747307424
9,14,1400.0,453.1926949299165,322.662448307521,2.067712766383604,4.275943525260059
9,15,1400.0,456.75763495253284,324.63145985720223,1.48062943998125,5.203944039171922
9,16,1400.0,472.4619422050377,337.30849247739263,2.556613215282203,6.035046567601372
9,17,1400.0,482.5126618141107,360.0983118534189,6.486080523861286,6.365092409141501
9,18,1400.0,492.771479965632,374.2953561883943,8.199627084417074,8.953081472279733
9,19,0.0,489.81341068020913,394.19902340240634,8.601267326409625,9.314154769562986
9,20,0.0,489.0681839723673,404.35775356113646,8.580938326136001,9.237829869820764
9,21,0.0,485.1703742022279,408.5947541084819,8.687578284550451,9.242809156087505
9,22,0.0,481.22441373985447,406.22036987202864,10.707563658288667,9.805961757553852
9,23,0.0,474.88775362934643,395.7890617165826,9.375607436696386,8.524541154532564
10,0,0.0,432.6596415876201,223.12757362197,21.814072586733626,21.279031219929635
10,1,0.0,428.3728770686811,216.74278982339308,20.372691233273923,18.11900865078583
10,2,0.0,415.2541330977042,213.49648440467385,20.03525180309201,17.26710134452371
10,3,0.0,416.5167281920978,202.15439354534166,17.184926787803505,15.997197456790136
10,4,0.0,426.6639280685583,198.40945649005974,15.529548661554351,15.608253213728025
10,5,0.0,427.7180344057009,200.0657235946027,14.91102216348666,16.03154344735372
10,6,0.0,432.64339881432477,215.45269677467934,15.376267562983916,16.280579642887893
10,7,0.0,422.95385689331454,227.3684055869399,16.292116023148413,15.775940107625825
10,8,0.0,415.30364567620506,215.90644609049764,14.054703735998682,14.866714243857416
10,9,0.0,420.63028433009276,200.67108757927704,13.424314229655046,13.468421474396813
10,10,0.0,412.2749433838165,184.02638060113551,10.23816487200113,10.27920484340529
10,11,0.0,400.875652832739,173.45203577006603,7.48638055342791,9.287748046144014
10,12,0.0,395.7265916076381,164.18449754096284,4.899345538112758,8.64700878511536
10,13,0.0,390.3101149528237,160.86594253275268,5.692956157211247,8.488200261458742
10,14,1400.0,397.468364360953,164.3010821058233,4.118487715824191,8.727046733136035
10,15,0.0,402.11656084498554,164.79588232476144,5.605464303677303,8.947971714458356
10,16,1400.0,412.92191870728993,181.72910618901977,6.952998424611751,9.238090477417447
10,17,1400.0,425.06337896992363,200.51892556504606,8.601598459651333,8.717176636448873
10,18,1400.0,445.4446928647963,214.71596990002143,13.614275899011917,12.310647475543718
10,19,0.0,456.2194460919562,234.61963711403348,15.202158033620607,12.693825989195993
10,20,0.0,454.18068010745117,248.7783672727636,15.978157742021311,15.037860670019167
10,21,0.0,451.11749215839825,251.69032647296743,10.547208343047139,16.134440121971686
10,22,0.0,448.25334126099057,246.64098358365578,22.565957082638977,16.87827291064145
10,23,0.0,445.7975886876564,240.20967542820972,22.933597062884786,15.54962528853217
11,0,0.0,443.18362580648227,280.8402326276001,29.50449323654221,19.405587622504463
11,1,0.0,445.92085940859164,271.9839683496803,27.2236247673389,18.911988399869085
11,2,0.0,445.78323001192445,268.73766293096105,23.028233453772906,16.59271183828373
11,3,0.0,442.2618792849516,257.39557207162886,27.232890876533695,16.138467135779276
11,4,0.0,443.7450772496695,253.65063501634694,29.29670882018955,15.406544762045982
11,5,0.0,447.54817126328555,259.3069021208899,29.774308434695143,17.009694722253062
11,6,0.0,447.6764999694872,272.9708154403638,31.737643897628534,17.735417562291293
11,7,44.38202756460217,451.67660014193063,281.67868332661817,30.403566368905924,19.252529229869182
11,8,1400.0,458.85944168089947,267.14762461678487,31.607782935868357,17.508011957010698
11,9,0.0,462.352515767706,251.91226610556424,28.69765605920032,15.360253370756963
11,10,0.0,450.4915937610388,237.46125351662062,30.036211397899322,14.706894160524135
11,11,1400.0,432.24033689631057,230.63202527359925,26.115464058869275,12.900177918915206
11,12,1400.0,424.3955759904382,223.42567606725004,25.69648461076087,11.133624028631036
11,13,0.0,423.74744374809575,216.10712105903988,24.932719411975132,10.712853037641509
11,14,1400.0,427.20654505273234,215.5422606321105,25.68510703586999,10.048065043562236
11,15,1400.0,437.9716414170104,220.03706085104864,31.162092890246335,9.228401264401334
11,16,1400.0,461.5598967704924,232.97028471530697,31.756786980332585,10.24757632032354
11,17,1400.0,483.70821242211383,251.76010409133326,32.81050888137408,12.37494713566098
11,18,1400.0,489.5669210230349,273.95714842630866,32.390125268838325,16.779703833243254
11,19,0.0,496.968261905681,289.8608156403207,37.47390870228166,18.64856803688203
11,20,0.0,492.9383953931454,304.01954579905083,35.909621549127465,19.607375705367303
11,21,0.0,483.779965307878,304.25654634639625,35.95673257685513,21.638580840041598
11,22,0.0,481.14643394007953,305.882162109943,35.50426904447566,20.949081982381745
11,23,0.0,480.6588990669609,291.45085395449695,35.69070763938471,18.191024210060224
12,0,0.0,460.78414888088224,193.279313346749,28.16778124469977,5.1961782418313796
12,1,0.0,448.8458132996324,190.8945295481721,26.66712293343725,5.061637020776332
12,2,0.0,449.31636672298697,179.64822412945284,26.583975979377385,5.190515793005932
12,3,0.0,442.754347552072,176.30613327012065,29.683240803634085,3.7578292824808086
12,4,0.0,444.0390133385925,168.56119621483873,28.435736461149368,4.8219228982023985
12,5,1400.0,451.45912056092925,174.2174633193817,29.033499031013974,3.8875011048679515
12,6,1400.0,452.4712279832833,189.60443649945836,26.09571575024028,6.020856526448033
12,7,0.0,449.60856997909696,197.52014531171892,26.72459792215503,5.604261155955761
12,8,0.0,448.941194828098,186.05818581527666,25.393099668212958,4.279446971969614
12,9,0.0,442.5660204781918,166.82282730405603,23.425055110995622,3.7270845086520525
12,10,0.0,446.9115704218786,152.3718147151124,20.832404856829314,4.463584933292504
12,11,0.0,441.86835962473646,141.54258647209105,18.137695988466284,1.4819808365776632
12,12,0.0,437.0756530891733,134.33623726574183,15.843212095167832,0.1
12,13,0.0,446.3965482677971,131.0176822575317,13.502230948409519,0.1
12,14,1400.0,448.762267878718,130.45282183060232,12.504323028029843,0.1
12,15,1400.0,450.0603937213412,134.94762204954043,11.164141553989664,0.1
12,16,1400.0,458.12687424800293,151.8808459137988,13.348318007916777,1.5862870849075554
12,17,1400.0,476.72548847650506,166.67066528982508,17.501309238373747,2.777476942809197
12,18,0.0,484.3069575782903,184.86770962480045,22.19070468213208,3.117991458888939
12,19,0.0,499.68188379483604,204.7713768388125,23.482191243276773,3.5181813997260094
12,20,0.0,499.5718668092012,218.93010699754262,23.801024195390763,6.722080819443978
12,21,0.0,502.86111991331967,219.16710754488804,23.469086322857866,5.170210078462935
12,22,0.0,505.5572683270849,216.7927233084348,22.82313922595145,4.60560608752665
12,23,0.0,490.1784638276412,206.36141515298874,24.148148574321716,4.220416313778136
13,0,0.0,518.9877426804463,237.1867779786773,31.35651066184461,6.354946890425452
13,1,0.0,519.8172137430826,226.8019941801004,29.82213051887111,5.6668549872324006
13,2,0.0,515.9838560473278,219.55568876138113,28.859376125424546,4.766813459615773
13,3,0.0,517.1422001399893,216.21359790204895,27.673515559036915,3.6156236494191774
13,4,0.0,515.3011585614677,208.46866084676702,26.897594339835564,1.8437121633786555
13,5,0.0,517.0624089971222,210.12492795130999,27.332615610235067,4.052106609408478
13,6,0.0,517.8247870310731,225.51190113138665,35.99810754766203,4.634533794902367
13,7,0.0,522.8008950075546,233.4276099436472,33.56597424697731,4.085199789113681
13,8,0.0,521.2839499359927,225.96565044720495,31.49882984967116,2.286867734457605
13,9,0.0,517.2111952560441,210.73029193598433,30.765338236047896,0.2529505345782015
13,10,1400.0,500.25956412652533,192.2792793470407,28.607346601653827,0.1
13,11,1400.0,489.71118665276873,181.45005110401934,27.82355211583336,0.1
13,12,1400.0,482.2127591474806,178.24370189767012,27.154387601142787,0.1
13,13,1400.0,488.06933723669414,174.92514688946,25.433606968612207,0.1
13,14,1400.0,492.27111546922913,174.3602864625306,28.810704928637062,0.1
13,15,1400.0,499.56454394343945,178.85508668146872,29.208070404908483,0.1
13,16,1400.0,506.5065456082307,191.7883105457271,27.475122267309175,0.1
13,17,1400.0,533.876485575105,209.52038041801018,28.881088596707674,0.1
13,18,1400.0,531.2971154003908,225.612632857463,32.33710527170753,0.1
13,19,0.0,533.7264389343526,244.6788414707408,31.071857892056418,0.1
13,20,0.0,542.0146786374156,256.2823357727764,31.875698064062846,1.162217290687881
13,21,0.0,547.2279042893792,260.70207215851383,36.94178146930617,0.37351606402687754
13,22,0.0,542.7306261968179,256.7001879403631,44.06498787869068,0.1
13,23,0.0,533.4596040929156,246.26887978491703,40.97117342570737,0.1
14,0,0.0,428.2233245252157,191.52433181437945,10.089308241684787,13.190916773585107
14,1,0.0,439.9384714488149,189.13954801580255,8.062132666257362,11.69955903982147
14,2,0.0,444.77057332574464,177.89324259708332,8.776137533140883,10.973818805354755
14,3,0.0,440.4746996955753,170.55115173775113,10.14541935843238,11.999011249668355
14,4,0.0,442.029824281056,170.8062146824692,11.926593178656836,11.94052865444372
14,5,1400.0,442.6235564367864,168.46248178701217,9.020215428264589,13.752168654435412
14,6,1400.0,447.9813868880696,187.8494549670888,8.431423654600994,14.669919369444438
14,7,1400.0,443.532870490797,191.76516377934936,6.305108328242399,16.15709835247204
14,8,1372.7134847359532,442.32779566804146,180.3032042829071,4.7722171521854415,14.025521608588328
14,9,0.0,444.4289815227213,165.0678457716865,7.239053091053525,13.339083464307329
14,10,0.0,434.3249442453697,150.61683318274288,3.725172604627139,10.482564081705707
